,advertiser_id,product_id,date,click,impression,rate
518,IDOFCO721HTJGDH7332G,klklhr,2022-04-25,,4.0,0.0
517,IDOFCO721HTJGDH7332G,kd2dba,2022-04-25,,1.0,0.0
516,IDOFCO721HTJGDH7332G,jvexc8,2022-04-25,,1.0,0.0
515,IDOFCO721HTJGDH7332G,jncvpj,2022-04-25,,1.0,0.0
514,IDOFCO721HTJGDH7332G,jd5mz5,2022-04-25,,1.0,0.0
512,IDOFCO721HTJGDH7332G,hiuhwm,2022-04-25,,2.0,0.0
541,IOBPI63RBJIHI5FB7U9O,0sqjeh,2022-04-25,,1.0,0.0
511,IDOFCO721HTJGDH7332G,hag307,2022-04-25,,1.0,0.0
510,IDOFCO721HTJGDH7332G,gnglwo,2022-04-25,,3.0,0.0
509,IDOFCO721HTJGDH7332G,f1tpkm,2022-04-25,,2.0,0.0
508,IDOFCO721HTJGDH7332G,eo2sq5,2022-04-25,,1.0,0.0
507,IDOFCO721HTJGDH7332G,eb0pnm,2022-04-25,,1.0,0.0
506,IDOFCO721HTJGDH7332G,dhertt,2022-04-25,,1.0,0.0
505,IDOFCO721HTJGDH7332G,d1fws1,2022-04-25,,1.0,0.0
521,IDOFCO721HTJGDH7332G,l4gd9b,2022-04-25,,1.0,0.0
522,IDOFCO721HTJGDH7332G,myan1u,2022-04-25,,1.0,0.0
523,IDOFCO721HTJGDH7332G,nqmqeb,2022-04-25,,2.0,0.0
524,IDOFCO721HTJGDH7332G,ntvvfs,2022-04-25,,1.0,0.0
475,GXLKAA83238FVRU718EX,yrhal8,2022-04-25,,3.0,0.0
474,GXLKAA83238FVRU718EX,ydglo4,2022-04-25,,1.0,0.0
473,GXLKAA83238FVRU718EX,y76wdz,2022-04-25,,1.0,0.0
472,GXLKAA83238FVRU718EX,xw2x6o,2022-04-25,,1.0,0.0
471,GXLKAA83238FVRU718EX,xn0agr,2022-04-25,,1.0,0.0
470,GXLKAA83238FVRU718EX,xkgbvm,2022-04-25,,2.0,0.0
469,GXLKAA83238FVRU718EX,xjcgue,2022-04-25,,2.0,0.0
468,GXLKAA83238FVRU718EX,xdtej2,2022-04-25,,1.0,0.0
467,GXLKAA83238FVRU718EX,x3c25o,2022-04-25,,1.0,0.0
540,IOBPI63RBJIHI5FB7U9O,0kre8o,2022-04-25,,2.0,0.0
542,IOBPI63RBJIHI5FB7U9O,104jo8,2022-04-25,,2.0,0.0
312,AK81O7W3KGPEN8LABG2N,48ovdm,2022-04-25,,1.0,0.0
590,IOBPI63RBJIHI5FB7U9O,r8yxfp,2022-04-25,,3.0,0.0
597,IOBPI63RBJIHI5FB7U9O,w9lt57,2022-04-25,,2.0,0.0
596,IOBPI63RBJIHI5FB7U9O,ul0wsx,2022-04-25,,2.0,0.0
595,IOBPI63RBJIHI5FB7U9O,u34sqr,2022-04-25,,1.0,0.0
594,IOBPI63RBJIHI5FB7U9O,syh44v,2022-04-25,,1.0,0.0
593,IOBPI63RBJIHI5FB7U9O,spaqw7,2022-04-25,,2.0,0.0
592,IOBPI63RBJIHI5FB7U9O,sbrkby,2022-04-25,,2.0,0.0
591,IOBPI63RBJIHI5FB7U9O,s6qnd2,2022-04-25,,2.0,0.0
589,IOBPI63RBJIHI5FB7U9O,qi3uth,2022-04-25,,1.0,0.0
543,IOBPI63RBJIHI5FB7U9O,1ey5jh,2022-04-25,,2.0,0.0
588,IOBPI63RBJIHI5FB7U9O,pztq8f,2022-04-25,,2.0,0.0
587,IOBPI63RBJIHI5FB7U9O,p6ujl2,2022-04-25,,1.0,0.0
586,IOBPI63RBJIHI5FB7U9O,o88ezx,2022-04-25,,3.0,0.0
585,IOBPI63RBJIHI5FB7U9O,mzhjvt,2022-04-25,,2.0,0.0
584,IOBPI63RBJIHI5FB7U9O,mx2p3y,2022-04-25,,1.0,0.0
583,IOBPI63RBJIHI5FB7U9O,mpp2i2,2022-04-25,,2.0,0.0
582,IOBPI63RBJIHI5FB7U9O,lzcf1t,2022-04-25,,1.0,0.0
466,GXLKAA83238FVRU718EX,w9ldim,2022-04-25,,2.0,0.0
465,GXLKAA83238FVRU718EX,vz6wbl,2022-04-25,,1.0,0.0
464,GXLKAA83238FVRU718EX,v9obwn,2022-04-25,,1.0,0.0
360,EN1SA43DTN2LIR8DEW5S,4htimq,2022-04-25,,1.0,0.0
367,EN1SA43DTN2LIR8DEW5S,6va53d,2022-04-25,,1.0,0.0
366,EN1SA43DTN2LIR8DEW5S,6gk5f5,2022-04-25,,1.0,0.0
365,EN1SA43DTN2LIR8DEW5S,6021z5,2022-04-25,,1.0,0.0
364,EN1SA43DTN2LIR8DEW5S,5eo9ar,2022-04-25,,2.0,0.0
363,EN1SA43DTN2LIR8DEW5S,5ek4a4,2022-04-25,,2.0,0.0
362,EN1SA43DTN2LIR8DEW5S,4pe2zo,2022-04-25,,2.0,0.0
361,EN1SA43DTN2LIR8DEW5S,4ozn1k,2022-04-25,,3.0,0.0
359,EN1SA43DTN2LIR8DEW5S,452w3x,2022-04-25,,2.0,0.0
463,GXLKAA83238FVRU718EX,v3fkn0,2022-04-25,,1.0,0.0
358,EN1SA43DTN2LIR8DEW5S,3lu35j,2022-04-25,,1.0,0.0
357,EN1SA43DTN2LIR8DEW5S,3j73up,2022-04-25,,1.0,0.0
356,EN1SA43DTN2LIR8DEW5S,3i8xh8,2022-04-25,,2.0,0.0
355,EN1SA43DTN2LIR8DEW5S,2lvz0y,2022-04-25,,1.0,0.0
354,EN1SA43DTN2LIR8DEW5S,0kwo2k,2022-04-25,,2.0,0.0
353,AK81O7W3KGPEN8LABG2N,y7ys42,2022-04-25,,2.0,0.0
352,AK81O7W3KGPEN8LABG2N,xdioay,2022-04-25,,1.0,0.0
368,EN1SA43DTN2LIR8DEW5S,9lk78t,2022-04-25,,3.0,0.0
369,EN1SA43DTN2LIR8DEW5S,bwgkgf,2022-04-25,,1.0,0.0
370,EN1SA43DTN2LIR8DEW5S,cobut9,2022-04-25,,1.0,0.0
371,EN1SA43DTN2LIR8DEW5S,crgpef,2022-04-25,,1.0,0.0
386,EN1SA43DTN2LIR8DEW5S,izj0ly,2022-04-25,,3.0,0.0
385,EN1SA43DTN2LIR8DEW5S,irqf19,2022-04-25,,2.0,0.0
351,AK81O7W3KGPEN8LABG2N,wwlgvk,2022-04-25,,2.0,0.0
350,AK81O7W3KGPEN8LABG2N,wjwkko,2022-04-25,,1.0,0.0
349,AK81O7W3KGPEN8LABG2N,wcq4h6,2022-04-25,,2.0,0.0
329,AK81O7W3KGPEN8LABG2N,gbodqb,2022-04-25,,1.0,0.0
327,AK81O7W3KGPEN8LABG2N,fzypme,2022-04-25,,1.0,0.0
445,GXLKAA83238FVRU718EX,lhzelm,2022-04-25,,2.0,0.0
443,GXLKAA83238FVRU718EX,k0hatl,2022-04-25,,1.0,0.0
442,GXLKAA83238FVRU718EX,jq97zn,2022-04-25,,2.0,0.0
441,GXLKAA83238FVRU718EX,jll10t,2022-04-25,,1.0,0.0
440,GXLKAA83238FVRU718EX,j8t62s,2022-04-25,,2.0,0.0
439,GXLKAA83238FVRU718EX,ivsre7,2022-04-25,,2.0,0.0
438,GXLKAA83238FVRU718EX,iuwpz8,2022-04-25,,2.0,0.0
